retriever,question_id,question,company,difficulty,section,ground_truth,answer,rouge_l,context_precision,answer_relevancy,faithfulness,retrieval_time,gen_time,total_time
Hybrid,aar_001,What services does AAR Corp provide to government customers?,AAR CORP,medium,section_1,"AAR Corp provides fleet management and operations of customer-owned aircraft for the U.S. Department of State under the INL/A WASS contract, and customized performance-based supply chain logistics programs for the U.S. Department of Defense and foreign governments.","According to the provided SEC filings, AAR Corp provides various services to government customers in the Aviation Services segment.

As stated in [3] (2010-07-16), AAR Corp conducts its business activities primarily through seven principal operating subsidiaries, and its international business activities are conducted primarily through AAR International, Inc. Specifically, it mentions that AWS, a leading provider of expeditionary airlift services and aircraft modifications, operates a fleet of customized fixed-wing and rotary-wing aircraft in support of worldwide U.S. Department of Defense and Department of State deployments.

In [2] (2019-07-18), AAR Corp mentions that the Government and Defense Services reportable business segment provides fixed-and rotary-wing flight operations, transporting personnel and cargo in support of worldwide U.S. Department of Defense and Department of State deployments.

Additionally, as stated in [5] (2018-07-11), the Aviation Services segment provides customized performance-based supply chain logistics programs in support of the U.S",0.2099,1.0,0.8333,1.0,0.061,8.665,8.726
Hybrid,aar_002,What are AAR Corp's main business segments?,AAR CORP,easy,section_1,"AAR Corp has two main segments: Aviation Services which provides aftermarket support for commercial aviation and government/defense markets accounting for approximately 95% of sales, and Expeditionary Services which provides products supporting movement of equipment and personnel.","According to the SEC filings:

As of 2013, AAR Corp reports its activities in two business segments: Aviation Services and Technology Products. (Source: [1])

In 2014, the company reaffirms this segment presentation, stating that it reports its activities in two business segments: Aviation Services and Technology Products. (Source: [2])

There is no change in the main business segments reported by AAR Corp as per any other SEC filing mentioned in the context.

So, the answer remains:

AAR Corp's main business segments are Aviation Services and Technology Products.",0.1626,1.0,0.8,1.0,0.055,7.202,7.257
Hybrid,aar_003,How did COVID-19 impact AAR Corp's business in fiscal 2020?,AAR CORP,medium,section_1,"COVID-19 significantly impacted AAR Corp in Q4 fiscal 2020 by decreasing commercial aircraft flying and flight hours. The company implemented cost reduction actions including hiring freeze, reducing non-essential spend, furloughs, reduction in force, and closure of an airframe maintenance facility in Duluth Minnesota.","According to AAR Corp's SEC filing on July 21, 2020, the coronavirus pandemic has had a material adverse impact on the Company's business, operating results, financial condition, and liquidity.

 Specifically, the pandemic caused passenger airline traffic to decline significantly since March 2020, resulting in a material negative impact on the financial results for the fourth quarter of fiscal 2020. (Source: [5])

Additionally, the Company's business may be adversely affected by factors such as deterioration in the financial condition of its existing and potential customers, reductions in demand from customers caused by weak economic conditions, and other events that impact the aviation industry.

It is also worth noting that AAR Corp's business was not significantly disrupted by COVID-19 in 2020, with substantially all of its manufacturing facilities and distribution centers remaining open and continuing to operate despite temporary closures. (Source: [5])

The provided filings do not contain enough information to answer this question about the specific impact on revenue or sales",0.0788,0.2,0.8571,1.0,0.066,8.882,8.947
Hybrid,aar_004,What cybersecurity risks does AAR Corp disclose?,AAR CORP,medium,section_1A,"AAR Corp discloses that its systems and technologies or those of third parties could fail or become unreliable due to equipment failures, software errors, or cybersecurity attacks, which could disrupt operations.","According to AAR CORP's 2016-07-13 Section: Business, they are subject to various cybersecurity risks, including:

* ""Cyber-attacks or other disruptions to our information technology systems could lead to reduced revenue, increased costs, liability claims, fines or harm to our competitive position."" ([1])
* ""Security breaches could expose us to a risk of loss, misuse or interruption of sensitive and critical information and functions, including our own proprietary information and that of our customers, suppliers and employees."" ([2])

Additionally, AAR CORP's 2017-07-12 Section: Business states that they are subject to cybersecurity risks, but does not provide further details.",0.1094,0.6,0.8,1.0,0.049,6.545,6.594
Hybrid,aar_005,How many FAA certificated repair stations does AAR Corp operate?,AAR CORP,easy,section_1,"AAR Corp has 12 FAA certificated repair stations in the United States, Canada, and Europe. Of these, seven are also EASA certificated and three are also Transport Canada Civil Aviation certificated.","According to [3] Company: AAR CORP | Section: Business | Date: 2017-07-12, AAR Corp operates 13 FAA certificated repair stations in the United States and Europe.

Also, according to [5] Company: AAR CORP | Section: Business | Date: 2014-07-17, AAR Corp has 14 Federal Aviation Administration (""FAA"") licensed repair stations in the United States and Europe.",0.2759,1.0,0.75,1.0,0.05,5.073,5.123
Hybrid,ceco_001,How does economic conditions affect CECO Environmental's business?,CECO ENVIRONMENTAL CORP,medium,section_1,"Favorable economic conditions generally lead to plant expansions and construction of new industrial sites benefiting CECO, while weak economic conditions negatively impact demand for their environmental products and services.","The provided filings do not contain enough information to answer this question comprehensively. However, according to the MD&A sections of CECO Environmental Corp.'s 10-K filings, the company states that they evaluate their estimates on an ongoing basis using their historical experience, as well as other factors they believe appropriate under the circumstances, such as current economic conditions (see [1], [2], [3], [4], and [5]).",0.1075,1.0,0.5,0.6667,0.061,5.833,5.894
Hybrid,ceco_002,What operational model does CECO Environmental use?,CECO ENVIRONMENTAL CORP,hard,section_7,CECO Environmental uses a centralized operational model throughout its operations which has provided certain efficiencies over a more decentralized model.,"CECO Environmental uses an asset-light business model, which is described in various SEC filings as a strategic approach to targeting specific niche-focused end markets through a diversified global presence.

[1] states that CECO has ""an attractive asset-light business model, strategically balanced across the world,"" indicating a focus on leveraging existing assets rather than significant investments.

[2], [3], [4], and [5] all describe CECO's business as serving diverse industries globally through an ""asset-light"" or ""asset-light based"" approach. 

These SEC filings indicate that CECO Environmental uses an asset-light operational model to serve various niche markets, focusing on delivering innovative technology and application expertise while minimizing significant investments.",0.096,1.0,0.8,1.0,0.052,7.091,7.142
Hybrid,cross_001,Which companies disclose cybersecurity as a risk factor?,MULTIPLE,hard,section_1A,"Adams Resources & Energy, AAR Corp, and Matson Inc all disclose cybersecurity risks in their Risk Factors sections, noting that security breaches could expose them to loss of sensitive information and operational disruption.","The following companies disclose cybersecurity as a risk factor:

* BK Technologies Corp (2020-03-04)
* Matson, Inc. (2021-02-26)
* ADAMS RESOURCES & ENERGY, INC. (2020-03-06)
* AAR CORP (2016-07-13)

All four companies explicitly mention cybersecurity as a risk factor in their 10-K filings.",0.2368,1.0,0.8333,0.6667,0.053,5.602,5.655
Hybrid,cross_002,What government agencies are mentioned as customers across the filings?,MULTIPLE,medium,section_1,The U.S. Department of Defense and U.S. Department of State are mentioned as government customers by AAR Corp. Adams Resources also mentions government contracts.,"According to the provided SEC filings:

The DoD (Department of Defense) and its contractors are mentioned as customers across the filings.

Specifically:

* AAR CORP's 2017 filing states that ""the majority of our U.S. government contracts are for products and services supporting the DoD logistics and mobility strategy, as well as for expeditionary airlift services.""
* AAR CORP's 2016 filing also mentions ""the DoD"" and its contractors as customers.
* AAR CORP's 2015 filing states that ""our principal customers in the Expeditionary Services segment include the DoD and its contractors"".

No other government agencies are specifically mentioned across the filings.

[3] (AAR CORP, 2017-07-12)
[4] (AAR CORP, 2016-07-13)
[5] (AAR CORP, 2015-07-15)",0.1618,1.0,0.8571,0.8571,0.058,8.422,8.48
Hybrid,cross_003,What environmental regulations affect these companies?,MULTIPLE,hard,section_1A,AAR Corp mentions environmental legal requirements and associated expenditures. Adams Resources discloses climate-related physical risks and potential inability to recover damages through insurance.,"According to the provided SEC filings, Air Products & Chemicals, Inc. is subject to extensive federal, state, local, and foreign environmental and safety laws and regulations concerning:

* Emissions in the air
* Discharges to land and water
* The generation, handling, treatment, and disposal of hazardous waste and other materials.

This information can be found in sections 1 and 3 of the Risk Factors section for various filing dates, including [1] (2012-11-20), [2] (2009-11-25), and [3] (2013-11-26).

Additionally, according to the same filings, Air Products & Chemicals, Inc. is also subject to regulations addressing:

* Greenhouse gases (GHG)
* Export controls or other regulatory restrictions
* Import/export restrictions and taxes

This information can be found in sections 4 and 5 of the Risk Factors section for various filing dates, including [4] (2008-",0.0513,1.0,0.4,0.4,0.051,7.166,7.218
Hybrid,bkt_001,What sector does BK Technologies operate in?,BK Technologies Corp,easy,section_1,BK Technologies Corp operates in the communications technology sector providing mission-critical communications equipment.,"BK Technologies operates in the wireless communications equipment sector, specifically in the design, manufacturing, and marketing of two-way land mobile radios and related products. This is stated in sections [1] and [4] of the 2020-03-04 filing.

According to section [1], ""The primary business of its wholly-owned operating subsidiary, BK Technologies, Inc., is the designing, manufacturing and marketing of wireless communications equipment primarily consisting of two-way land mobile radios and related products...""

Also, in section [4], it states that ""In business for over 70 years, BK designs, manufactures and markets wireless communications products consisting of two-way land mobile radios (“LMRs”), repeaters, base stations and related components and subsystems.""

Furthermore, in section [2] of the 2019-03-04 filing, it mentions that ""The primary business of BK Technologies, Inc. and its subsidiaries (collectively, the “Company”) is the designing, manufacturing and marketing of wireless communications",0.0915,1.0,0.8,0.8571,0.053,8.192,8.246
Hybrid,apd_001,What business does Air Products and Chemicals operate in?,"Air Products & Chemicals, Inc.",easy,section_1,"Air Products and Chemicals operates in the industrial gases and chemicals business, providing atmospheric and process gases and related equipment to various industries.","Air Products and Chemicals operates in various businesses, including:

* Atmospheric gases
* Process and specialty gases
* Equipment for air separation
* Performance materials and chemicals
* Electronics materials
* Specialty surfactants
* Adhesives
* Refinery hydrogen
* Semiconductors materials
* Natural gas liquefaction
* Advanced coatings and adhesives
* Hydrogen production

These businesses are presented in different reporting segments, including:

* Industrial Gases - Americas
* Industrial Gases - EMEA (Europe, Middle East, and Africa)
* Industrial Gases - Asia
* Industrial Gases - Global
* Materials Technologies
* Energy-from-Waste
* Corporate and other

Source: [1], [2], [3], and [5]",0.192,1.0,0.8333,1.0,0.065,8.058,8.122
Hybrid,acu_001,What risks does ACME United disclose to investors?,ACME UNITED CORP,easy,section_1A,ACME United discloses that ownership of the company's securities involves a number of risks and uncertainties that potential investors should carefully consider.,"ACME United discloses the following risks to investors:

1. Failure to comply with privacy and information security laws, for failing to protect personal information, or for misusing personal information.
2. Loss or misuse of confidential or personal information, which could disrupt operations, damage reputation, and expose the company to claims from various parties.
3. Compromises of information systems or unauthorized access to confidential information, which could harm business or damage reputation.
4. Computer hackers attempting to penetrate network security and misappropriate sensitive information.
5. An associate, contractor, or third-party with whom they do business attempting to circumvent security measures to obtain information or cause a breach.
6. Inability to maintain or raise prices in response to inflation and increasing costs, which could have a negative effect on results of operations.
7. Future market and competitive pressures that may prohibit the company from raising prices to offset increased product costs, freight costs, and other inflationary items.

These risks are disclosed in ACME United's",0.0978,1.0,0.8,0.8889,0.056,7.633,7.689
Hybrid,mat_001,What cybersecurity risks does Matson disclose?,"Matson, Inc.",easy,section_1A,Matson discloses that its information technology systems have in the past and may in the future be exposed to cybersecurity risks and other disruptions that could adversely impact the company.,"Matson, Inc. discloses the following cybersecurity risks:

According to Section 5 of their 2021-02-26 Risk Factors filing ([4]), the Company's information technology systems have in the past and may in the future be exposed to cybersecurity risks and other disruptions that could impair the Company's ability to operate and adversely affect its business. The shipping industry is a more frequent target of cyber attacks than some other industries because of the essential nature of these services.

Specifically, Matson mentions the following potential cybersecurity threats:

- Computer viruses
- Hacking
- Malware
- Denial of service attacks
- Cyber terrorism
- Circumvention of security systems
- Malfeasance
- Breaches due to employee error
- Natural disasters
- Telecommunications failure
- Other catastrophic events

These risks could result in the loss of confidential, sensitive or proprietary information, interruptions in its service or production, or otherwise impact the Company's ability to conduct business operations, and could",0.2842,0.2,0.75,1.0,0.046,8.489,8.534
Hybrid,temp_001,How did AMD's competitive position change between 2007 and 2021?,ADVANCED MICRO DEVICES INC,hard,section_1A,In 2007 AMD faced competition primarily from Intel in microprocessors. By 2021 AMD's competitive concerns expanded to include GPU competitors and the expansion of Intel into integrated graphics. AMD's risk disclosures became more detailed over time.,"The provided filings do not contain enough information to answer this question accurately, particularly regarding the specific changes in AMD's competitive position between 2012 and 2021 as mentioned in question.",0.1212,0.8,0.7143,1.0,0.067,4.316,4.383
Hybrid,temp_002,When did Abbott Laboratories first disclose its four reportable segments?,ABBOTT LABORATORIES,hard,section_1,"Abbott Laboratories disclosed four reportable revenue segments including Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Vascular Products in filings from at least 2008 through 2011.","The provided filings do not contain enough information to answer this question. According to [1] and [2], Abbott Laboratories had five reportable segments prior to January 1, 2004, but it does not mention when the four reportable segments were first disclosed. The reorganization of segments occurred on January 1, 2004, as stated in [1] and [2], but it does not provide information on when the new segment structure was publicly disclosed.",0.125,1.0,0.8571,0.6667,0.06,5.635,5.695
Reranked,amd_001,What are AMD's main competitive risks in the processor market?,ADVANCED MICRO DEVICES INC,easy,section_1A,"AMD faces intense competition from Intel in microprocessors and faces risks including competitors introducing better products faster, aggressive pricing pressure, and competitors having greater access to complementary technologies.","According to AMD's 2004 financial filings, their main competitive risks in the processor market include:

* Losing market acceptance for their 64-bit microprocessors based on x86 technology (Section: MD&A | Date: 2004-03-09)
* Intel's dominant position in the microprocessor market and its continued investment in research and development (Section: MD&A | Date: 2004-03-09)
* Intel's ability to introduce new competitive products, such as 64-bit processors for servers and workstations (Section: MD&A | Date: 2004-03-09)
* The pace at which they can convert production in Fab 30 to 90-nanometer process technology (Section: MD&A | Date: 2004-03-09)
* Maintaining adequate selling prices of microprocessors despite increasingly aggressive Intel pricing strategies and marketing programs (Section: MD&A | Date: 2004-03-09)

These risks are further emphasized in",0.08,1.0,0.8333,1.0,0.492,9.428,9.919
Reranked,amd_002,What was AMD's strategy for the enterprise processor market?,ADVANCED MICRO DEVICES INC,medium,section_7,AMD aimed to increase its share of the enterprise market with tier-one OEM customers to utilize capacity of their planned 300-millimeter wafer fabrication facility and marketed the AMD Opteron processor for enterprise customers.,"According to Advanced Micro Devices Inc.'s (AMD) 2004-03-09 10-K filing, specifically in Section ""Business"" ([1]), their original equipment manufacturer (OEM), customers incorporate AMD's mobile and x86 microprocessors into a variety of notebook designs for the full-size or desktop-replacement segment of the mobile computing market.

However, their strategy for 2004 is to expand their product portfolio to address the thin-and-light segment of the mobile computing market and increase their share in the full-size segment of this market ([1]).

Additionally, AMD's goal for increasing microprocessor product revenues depends on the success of their x86 microprocessors for servers and workstations, specifically the AMD Opteron and AMD Athlon MP processors ([2]).",0.1571,1.0,0.6,1.0,0.346,7.388,7.734
Reranked,amd_003,How did AMD describe its manufacturing strategy?,ADVANCED MICRO DEVICES INC,medium,section_1,AMD planned to transition to new process technologies at a fast pace including 90-nanometer process technology and build a 300-millimeter wafer fabrication facility to offer higher-performance microprocessors in greater volumes.,"According to Advanced Micro Devices Inc.'s 1997-03-20 SEC filing ([1]), the Company's manufacturing technology is the key determinant in improving semiconductor products. The Company focuses on three major areas: non-volatile memory technology, logic technology (used by microprocessors, embedded processors, I/O, networking and communications products), and programmable logic technology.

Additionally, item 4 under Section 8 ""Management’s Discussion and Analysis of Financial Condition and Results of Operations"" in AMD's 2002-03-07 SEC filing ([3]), describes the Company's strategy for producing microprocessors with the performance and volume required by customers on a timely basis. The statement also mentions that the Company must make continuing substantial investments in improving its process technologies to remain competitive.

There is no specific mention of AMD's manufacturing strategy in other provided filings.",0.0784,1.0,0.75,0.8333,0.327,9.192,9.519
Reranked,amd_004,What markets does AMD sell its products in?,ADVANCED MICRO DEVICES INC,easy,section_1,"AMD sells microprocessors and related products in consumer and commercial markets including the PC market, mobile computing market, and enterprise market through tier-one OEM customers.","AMD sells its products in the following markets:

* Europe
* Asia-Pacific Basin (as stated in [1] and [2])
* Domestic market in the United States (as stated in [1], [2], [3], and [4])

Additionally, AMD also sells its products through third-party distributors and independent representatives in both domestic and international markets pursuant to non-exclusive agreements (as stated in [1], [2], [3], and [4]).",0.1798,1.0,0.8,1.0,0.335,4.772,5.107
Reranked,amd_005,What financial risks does AMD disclose related to manufacturing?,ADVANCED MICRO DEVICES INC,hard,section_1A,"AMD discloses risks including failure to achieve yield and volume goals, inability to offer higher-performance microprocessors in significant volume on a timely basis, and risks related to transitioning to new process technologies.","The provided filings do not contain enough information to answer this question specifically regarding manufacturing costs. However, according to [4] Company: ADVANCED MICRO DEVICES INC | Section: Business | Date: 1999-03-29, the Company discloses that if AMD were unable to procure certain of such raw materials, it would be required to reduce its manufacturing operations, which could have a material adverse effect on the Company.

Regarding financial risks related to manufacturing, [4] mentions potential financial risks associated with manufacturing due to interruptions in supply or increased demand in the industry. However, this information is not specific to costs but rather general risks related to procurement and operation of raw materials.",0.1127,1.0,0.8333,1.0,0.337,8.678,9.015
Reranked,abt_001,What are Abbott Laboratories' main business segments?,ABBOTT LABORATORIES,easy,section_1,"Abbott Laboratories has four reportable revenue segments: Pharmaceutical Products, Diagnostic Products, Nutritional Products, and Vascular Products.","According to the provided SEC filings, Abbott Laboratories' main business segments are:

Established Pharmaceutical Products
Diagnostic Products
Nutritional Products
Vascular Products

These segments are mentioned in various filings from 2005 to 2016.

Specifically, the 2005 filing [2] states that Abbott has four reportable revenue segments: Pharmaceutical Products, Diagnostic Products, Ross Products, and International. However, this is different from the current segmentation structure.
 
In later filings, starting from 2013, Abbott's reportable segments are established as follows:

Abbott Laboratories' main business segments have been reported to be:
 
Established Pharmaceutical Products (2005-2013) - later changed to Established Pharmaceutical Products International (due to change in classification of Mylan acquired generics)
Diagnostic Products
Nutritional Products
Vascular Products

(Refer [1], [2], [4], and [5]).",0.194,1.0,0.8,0.75,0.247,7.682,7.928
Reranked,abt_002,How does Abbott Laboratories sell its pharmaceutical products?,ABBOTT LABORATORIES,easy,section_1,Abbott's pharmaceutical products are sold primarily on the prescription or recommendation of physicians or other health care professionals.,"According to Abbott Laboratories' financial statements and business practices, as stated in their 2016-02-19 filing ([1]), ""Abbott's products are generally sold directly to retailers, wholesalers, hospitals, health care facilities, laboratories, physicians' offices and government agencies throughout the world.""

Additionally, on February 27, 2015, Abbott completed the sale of its developed markets branded generics pharmaceuticals business to Mylan (Source: [2]), which was previously included in their Established Pharmaceutical Products segment.

It is also mentioned in the 2014-02-21 filing that primary marketing efforts for pharmaceutical products are directed toward securing the prescription of Abbott's brand of products by physicians, and managed care purchasers are increasingly important customers (Source: [5]).",0.128,1.0,0.6,1.0,0.34,6.19,6.531
Reranked,abt_003,What is Humira and what conditions does it treat?,ABBOTT LABORATORIES,medium,section_1,"Humira is a pharmaceutical product sold by Abbott Laboratories used to treat various conditions including rheumatoid arthritis, psoriatic arthritis, ankylosing spondylitis, psoriasis and Crohn's disease.","Humira is a proprietary pharmaceutical product developed by Abbott Laboratories. According to the provided context from SEC filings:

* HUMIRA has registration submissions under review, including:
	+ Ankylosing spondylitis in China, where the registration filing was submitted in September 2011.
	+ Pediatric Crohn's disease in the U.S., where the European Union (EU) registration was submitted in October 2011 and the U.S. submission is expected in mid-2012.
* HUMIRA has Phase III trials ongoing for:
	+ Ulcerative colitis in Japan, uveitis in the U.S., EU, and Japan, peripheral and axial spondyloarthritis in the U.S. and EU, and hidradenitis suppurativa in the U.S. and EU.
* HUMIRA has also been approved for:
	+ Juvenile idiopathic arthritis in Japan, obtained in July 2011.

The provided context does not provide a comprehensive",0.1307,0.4,0.5,0.9,0.339,10.177,10.516
Reranked,abt_004,How does Abbott recognize revenue?,ABBOTT LABORATORIES,hard,section_8,"Abbott records revenue when certain conditions are met such as when a product is delivered or a service is performed, and allocates revenue based on the relative selling price of each deliverable.","According to Abbott Laboratories' 2015-02-27 10-K filing ([1]), in certain of their businesses, primarily within diagnostics and medical optics, they recognize revenue upon delivery of the product or performance of the service.

Specifically, under selling arrangements that include multiple deliverables (e.g., instruments, reagents, procedures, and service agreements), Abbott allocates the revenue based on the relative selling price of each deliverable, which is based primarily on vendor-specific objective evidence.

This policy is in line with their previous practices as stated in their 2014-02-21 10-K filing ([2]) and 2012-02-21 10-K filing ([3]), which also describe their revenue recognition policies for similar arrangements.",0.2273,1.0,0.6667,0.75,0.209,6.229,6.439
Reranked,abt_005,What types of products does Abbott's nutritional segment include?,ABBOTT LABORATORIES,medium,section_1,Abbott's nutritional segment includes a broad line of adult and pediatric nutritionals including prepared infant formula sold primarily on the recommendation of physicians and health care professionals.,"According to the provided SEC filings, Abbott's Nutritional Products segment includes:

1. Various forms of prepared infant formula and follow-on formula:
   • Similac Advance
   • Similac Advance with EarlyShield
   • Similac with Iron
   • Similac Sensitive
   • Similac Sensitive RS
   • Similac Go&Grow
   • Similac NeoSure
   • Similac Organic
   • Similac Special Care
   • Similac Total Comfort
   • Isomil Advance
   • Isomil
   • Alimentum
   • Gain
   • Grow

2. Adult and other pediatric nutritional products:
   • Ensure
   • Ensure Plus
   • Ensure High Protein
   • Glucerna
   • ProSure
   • PediaSure
   • PediaSure Sidekicks
   • EleCare
   • Juven
   • Ab",0.1429,1.0,0.6667,1.0,0.332,10.256,10.588
Reranked,adr_001,What cybersecurity risks does Adams Resources & Energy disclose?,"ADAMS RESOURCES & ENERGY, INC.",easy,section_1A,"Adams Resources discloses that it is subject to cybersecurity risks and may incur increasing costs to enhance security. Security breaches could expose the company to loss, misuse or interruption of sensitive information and result in operational impacts, reputational harm, and liability.","The provided filings do not contain enough information to answer this question accurately. 

While Matson, Inc.'s 2021-02-26 filing does discuss potential cybersecurity risks, it specifically mentions the shipping industry's vulnerability to cyber attacks and the company's reliance on its information technology systems and third-party service providers. However, it does not mention Adams Resources & Energy, Inc. by name.

The provided SEC filings for Adams Resources & Energy, Inc. do not contain any specific information about cybersecurity risks.",0.1017,0.8,0.8571,0.8,0.323,7.688,8.012
Reranked,adr_002,What climate-related risks does Adams Resources disclose?,"ADAMS RESOURCES & ENERGY, INC.",medium,section_1A,"Adams Resources discloses that it may not be able to recover through insurance damages, losses or costs that may result from potential physical effects of climate change.","According to the provided SEC filings, Adams Resources discloses the following climate-related risks:

* Disruption of marketing and transportation activities due to severe weather events, such as hurricanes and floods ([1], [3])
* Damages to facilities from powerful winds or floods
* Increases in costs of operation or reductions in the efficiency of operations
* Potential increased costs for insurance coverages in the aftermath of climate-related effects ([1], [3])
* Indirect effects on financing and operations by disrupting transportation or process-related services provided by companies or suppliers with whom they have a business relationship ([1], [3])

Additionally, Adams Resources notes that significant physical effects of climate change could have an indirect effect on their business, financial condition, results of operations, and cash flows ([1]).",0.1457,1.0,0.8,1.0,0.282,7.213,7.495
Reranked,adr_003,What accounting standards changes affected Adams Resources financial statements?,"ADAMS RESOURCES & ENERGY, INC.",hard,section_8,Adams Resources was affected by SFAS No. 145 which amended SFAS No. 13 on Accounting for Leases to eliminate an inconsistency between required accounting for sale-leaseback transactions.,"According to the provided SEC filings, there are two instances where accounting standard changes affected Adams Resources' financial statements:

[1] In 2015, Adams Resources adopted FASB ASU 2015-17, Balance Sheet Classification of Deferred Taxes (effective January 1, 2015). This change is mentioned in Note 1 to the financial statements for the year ending December 31, 2015.

[4] There is no explicit mention of accounting standard changes affecting Adams Resources' financial statements in [4], but it does mention that the Company changed its method of accounting for derivative instruments effective January 1, 2001.",0.084,1.0,0.75,1.0,0.454,7.346,7.8
Reranked,aar_001,What services does AAR Corp provide to government customers?,AAR CORP,medium,section_1,"AAR Corp provides fleet management and operations of customer-owned aircraft for the U.S. Department of State under the INL/A WASS contract, and customized performance-based supply chain logistics programs for the U.S. Department of Defense and foreign governments.","Based on the provided context from SEC filings, specifically from Note 4 (Business Segments) of AAR CORP's 2018-07-11 filing:

AAR Corp provides customized performance-based supply chain logistics programs in support of the U.S. Department of Defense (""DoD"") and foreign governments.

Additionally, they provide major airframe maintenance inspection and overhaul services, line maintenance, airframe modifications, structural repairs, avionic service and installation, exterior and interior refurbishment, and engineering services to government customers.

These services are part of their Aviation Services segment, which provides aftermarket support and services for the commercial aviation and government and defense markets.

[4] AAR CORP | 2018-07-11

Note that they also provide customized inventory supply and management, warranty claim management, and outsourcing programs for engine and airframe parts and components in support of their airline and government customers' maintenance activities (as mentioned in Note 5 of their 2015-07-15",0.1921,1.0,0.8333,1.0,0.414,8.374,8.788
Reranked,aar_002,What are AAR Corp's main business segments?,AAR CORP,easy,section_1,"AAR Corp has two main segments: Aviation Services which provides aftermarket support for commercial aviation and government/defense markets accounting for approximately 95% of sales, and Expeditionary Services which provides products supporting movement of equipment and personnel.","According to [1] (2002-08-26), AAR Corp reports its activities in four business segments:

(i) Inventory and Logistic Services
(ii) Maintenance, Repair and Overhaul
(iii) Manufacturing
(iv) Aircraft and Engine Sales and Leasing

Later, the company restructured its segment presentation in 2013, changing from four to two main business segments: [2] (2013-07-26).

The current main business segments are:

(i) Aviation Services 
(ii) Technology Products 

These changes were made during the second quarter of fiscal year 2013.",0.1622,1.0,0.6,1.0,0.519,6.723,7.242
Reranked,aar_003,How did COVID-19 impact AAR Corp's business in fiscal 2020?,AAR CORP,medium,section_1,"COVID-19 significantly impacted AAR Corp in Q4 fiscal 2020 by decreasing commercial aircraft flying and flight hours. The company implemented cost reduction actions including hiring freeze, reducing non-essential spend, furloughs, reduction in force, and closure of an airframe maintenance facility in Duluth Minnesota.","The provided filings do not contain enough information to answer this question about AAR Corp. The context only mentions Air Products & Chemicals, Inc. as a company that was impacted by COVID-19 in fiscal year 2020.

[2] specifically states that Air Products & Chemicals, Inc. estimates that COVID-19 negatively impacted their overall sales by approximately 4%, primarily driven by lower volumes in their merchant business in the regional industrial gas segments.

There is no mention of AAR Corp or its business performance in the provided filings.",0.1085,0.0,0.7143,0.6667,0.353,6.373,6.726
Reranked,aar_004,What cybersecurity risks does AAR Corp disclose?,AAR CORP,medium,section_1A,"AAR Corp discloses that its systems and technologies or those of third parties could fail or become unreliable due to equipment failures, software errors, or cybersecurity attacks, which could disrupt operations.","According to SEC filings, AAR Corp discloses the following cybersecurity risks:

* The risk of loss, misuse, or interruption of sensitive and critical information and functions, including proprietary information and that of customers, suppliers, and employees ([3], [4])
* Operational impacts, reputational harm, competitive disadvantage, litigation, regulatory enforcement actions, and liability due to security breaches ([1], [2], [3])
* Increased costs for technology, personnel, and services to enhance security or respond to occurrences in the event of actual or anticipated cyberattacks ([1], [2])
* The risk of cyber-attacks or other disruptions to information technology systems that could lead to reduced revenue, increased costs, liability claims, fines, or harm to competitive position ([3])

Note that these risks are not limited to financial losses, but also include reputational and operational impacts.",0.125,0.4,0.8,1.0,0.357,7.815,8.172
Reranked,aar_005,How many FAA certificated repair stations does AAR Corp operate?,AAR CORP,easy,section_1,"AAR Corp has 12 FAA certificated repair stations in the United States, Canada, and Europe. Of these, seven are also EASA certificated and three are also Transport Canada Civil Aviation certificated.","AAR Corp operates a total of 13 FAA certificated repair stations in the United States, Canada, and Europe, as stated in [2] (2019-07-18).

For the specific number of repair stations in each region, [2] states:

* In the United States: Not specified
* In Canada: Not specified
* In Europe: Not specified

However, [1] (2016-07-13) and [2] (2019-07-18) indicate that 7 EASA certificated repair stations are in Europe.",0.3232,1.0,0.75,1.0,0.371,5.344,5.715
Reranked,ceco_001,How does economic conditions affect CECO Environmental's business?,CECO ENVIRONMENTAL CORP,medium,section_1,"Favorable economic conditions generally lead to plant expansions and construction of new industrial sites benefiting CECO, while weak economic conditions negatively impact demand for their environmental products and services.","According to the SEC filings, economic conditions have an impact on CECO Environmental's business, particularly during periods of economic downturn.

As stated in [2] (2009-03-16), ""Current United States and worldwide economic conditions have resulted in an extraordinary tightening of credit markets coupled with higher interest rates, particularly since the bankruptcy of Lehman Brothers in the third quarter of 2008."" This suggests that economic conditions can affect CECO Environmental's access to capital and ability to operate its business.

In contrast, [1] (2011-03-15) states that ""as economic conditions continue to improve, there will be an increase in the level of pollution control capital expenditures driven by an elevated focus on environmental issues..."" This implies that improved economic conditions can lead to increased spending on capital expenditures for environmental purposes, such as those related to air quality and fluid handling.

More recently, [5] (2019-03-07) notes that ""As future events and their effects",0.1124,1.0,0.8333,1.0,0.28,8.457,8.736
